Bioproject,Run,Agent,Assay_Type,AvgSpotLen,Bases,BioSample,Bytes,Cell_type_line,Center_Name,Consent,DATASTORE_filetype,DATASTORE_provider,DATASTORE_region,Experiment,GEO_Accession_exp,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample_Name,Source_Name,SRA_Study,Genotype,Infection,Tissue,iav_strain,Molecule_Subtype,Treatment,treatment_time,Biomaterial_Provider,siRNA,Donor,Post_Preatment,Time_Point,Patient_Number,Condition
PRJNA849574,SRR19663489,,RNA-Seq,302,30550063904,SAMN29094702,9695100358,A549,"INFECTION GENETICS, HZI",public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15713020,GSM6245810,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245810,A549,SRP381896,TRIM28KO,PR8,,,,,,,,,,,,
PRJNA849574,SRR19663490,,RNA-Seq,302,24372110908,SAMN29094703,7697143781,A549,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15713019,GSM6245809,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245809,A549,SRP381896,TRIM28KO,PR8,,,,,,,,,,,,
PRJNA849574,SRR19663491,,RNA-Seq,302,28536981734,SAMN29094704,8956835527,A549,"INFECTION GENETICS, HZI",public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX15713018,GSM6245808,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245808,A549,SRP381896,TRIM28KO,PR8,,,,,,,,,,,,
PRJNA849574,SRR19663492,,RNA-Seq,302,23793791478,SAMN29094705,7532292681,A549,"INFECTION GENETICS, HZI",public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX15713017,GSM6245807,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245807,A549,SRP381896,TRIM28KO,Mock,,,,,,,,,,,,
PRJNA849574,SRR19663493,,RNA-Seq,302,20876511644,SAMN29094706,6625193313,A549,"INFECTION GENETICS, HZI",public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX15713016,GSM6245806,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245806,A549,SRP381896,TRIM28KO,Mock,,,,,,,,,,,,
PRJNA849574,SRR19663494,,RNA-Seq,302,31049065148,SAMN29094707,9828036546,A549,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15713015,GSM6245805,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245805,A549,SRP381896,TRIM28KO,Mock,,,,,,,,,,,,
PRJNA849574,SRR19663495,,RNA-Seq,302,26425420988,SAMN29094708,8386490379,A549,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15713014,GSM6245804,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245804,A549,SRP381896,CRISPR_CTRL,PR8,,,,,,,,,,,,
PRJNA849574,SRR19663497,,RNA-Seq,302,29295132802,SAMN29094710,9299375708,A549,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15713012,GSM6245802,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245802,A549,SRP381896,CRISPR_CTRL,PR8,,,,,,,,,,,,
PRJNA849574,SRR19663499,,RNA-Seq,302,27608550382,SAMN29094712,8681131727,A549,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX15713010,GSM6245800,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245800,A549,SRP381896,CRISPR_CTRL,Mock,,,,,,,,,,,,
PRJNA849574,SRR19663500,,RNA-Seq,302,28822035910,SAMN29094713,9225045327,A549,"INFECTION GENETICS, HZI",public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15713009,GSM6245799,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245799,A549,SRP381896,CRISPR_CTRL,Mock,,,,,,,,,,,,
PRJNA849574,SRR19663496,,RNA-Seq,302,29733632876,SAMN29094709,9290727377,A549,"INFECTION GENETICS, HZI",public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15713013,GSM6245803,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245803,A549,SRP381896,CRISPR_CTRL,PR8,,,,,,,,,,,,
PRJNA849574,SRR19663498,,RNA-Seq,302,27555734810,SAMN29094711,8711045327,A549,"INFECTION GENETICS, HZI",public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15713011,GSM6245801,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM6245801,A549,SRP381896,CRISPR_CTRL,Mock,,,,,,,,,,,,
SRR18097076,SRR18097076,,RNA-Seq,222,12523349226,SAMN26156329,3768137374,,"INFECTION GENETICS, HZI",public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14248034,GSM5910114,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910114,lung,SRP360905,,influenza B,,,,FluB_337_48hpi,,,,,,,,
SRR18097076,SRR18097077,,RNA-Seq,222,13130901732,SAMN26156330,3957514952,,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14248033,GSM5910113,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910113,lung,SRP360905,,influenza B,,,,FluB_337_24hpi,,,,,,,,
SRR18097076,SRR18097078,,RNA-Seq,222,13170579570,SAMN26156331,3959681386,,"INFECTION GENETICS, HZI",public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14248032,GSM5910112,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910112,lung,SRP360905,,mock,,,,Mock_48hpi,,,,,,,,
SRR18097076,SRR18097079,,RNA-Seq,222,12414486198,SAMN26156332,3736340204,,"INFECTION GENETICS, HZI",public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14248031,GSM5910111,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910111,lung,SRP360905,,influenza B,,,,FluB_Bay_48hpi,,,,,,,,
SRR18097076,SRR18097080,,RNA-Seq,222,15349350174,SAMN26156333,4618940358,,"INFECTION GENETICS, HZI",public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14248030,GSM5910110,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910110,lung,SRP360905,,influenza B,,,,FluB_Bay_24hpi,,,,,,,,
SRR18097076,SRR18097081,,RNA-Seq,222,16188297942,SAMN26156334,4873256926,,"INFECTION GENETICS, HZI",public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14248029,GSM5910109,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910109,lung,SRP360905,,influenza B,,,,FluB_337_48hpi,,,,,,,,
SRR18097076,SRR18097082,,RNA-Seq,222,14701527756,SAMN26156335,4416955067,,"INFECTION GENETICS, HZI",public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14248028,GSM5910108,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910108,lung,SRP360905,,mock,,,,Mock_48hpi,,,,,,,,
SRR18097076,SRR18097083,,RNA-Seq,222,14083331016,SAMN26156336,4265184518,,"INFECTION GENETICS, HZI",public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX14248027,GSM5910107,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910107,lung,SRP360905,,influenza B,,,,FluB_Bay_48hpi,,,,,,,,
SRR18097076,SRR18097084,,RNA-Seq,222,13199951058,SAMN26156337,3968884707,,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14248026,GSM5910106,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910106,lung,SRP360905,,influenza B,,,,FluB_Bay_24hpi,,,,,,,,
SRR18097076,SRR18097085,,RNA-Seq,222,14691531318,SAMN26156338,4417755858,,"INFECTION GENETICS, HZI",public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX14248025,GSM5910105,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910105,lung,SRP360905,,influenza B,,,,FluB_337_48hpi,,,,,,,,
SRR18097076,SRR18097086,,RNA-Seq,222,15333362400,SAMN26156339,4606327413,,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14248024,GSM5910104,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910104,lung,SRP360905,,influenza B,,,,FluB_337_24hpi,,,,,,,,
SRR18097076,SRR18097087,,RNA-Seq,222,14457948468,SAMN26156340,4367263468,,"INFECTION GENETICS, HZI",public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14248023,GSM5910103,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910103,lung,SRP360905,,mock,,,,Mock_48hpi,,,,,,,,
SRR18097076,SRR18097088,,RNA-Seq,222,11668824384,SAMN26156341,3521506019,,"INFECTION GENETICS, HZI",public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14248022,GSM5910102,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910102,lung,SRP360905,,influenza B,,,,FluB_337_24hpi,,,,,,,,
SRR18097076,SRR18097074,,RNA-Seq,222,15285042324,SAMN26156327,4597282344,,"INFECTION GENETICS, HZI",public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14248036,GSM5910116,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910116,lung,SRP360905,,influenza B,,,,FluB_Bay_48hpi,,,,,,,,
SRR18097076,SRR18097075,,RNA-Seq,222,15297721854,SAMN26156328,4595750626,,"INFECTION GENETICS, HZI",public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14248035,GSM5910115,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-08-31T00:00:00Z,GSM5910115,lung,SRP360905,,influenza B,,,,FluB_Bay_24hpi,,,,,,,,
PRJNA776746,SRR16676454,,RNA-Seq,100,4552689500,SAMN22818690,1406171647,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",623950,GSM5663616,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663616,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676455,,RNA-Seq,100,3862526100,SAMN22818691,1216675213,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",103224,GSM5663615,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663615,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676456,,RNA-Seq,100,4237166700,SAMN22818692,1298496082,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",623950,GSM5663614,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663614,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676457,,RNA-Seq,100,3350925500,SAMN22818693,1058593152,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",436083,GSM5663613,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663613,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676458,,RNA-Seq,100,2321774500,SAMN22818694,740088166,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",436083,GSM5663612,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663612,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676459,,RNA-Seq,100,4115811500,SAMN22818695,1263441437,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",623950,GSM5663611,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663611,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676460,,RNA-Seq,100,4182537500,SAMN22818696,1282146804,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",623950,GSM5663610,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663610,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676462,,RNA-Seq,100,2219267000,SAMN22818698,702911484,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",436083,GSM5663608,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663608,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676463,,RNA-Seq,100,6581581800,SAMN22818699,2012647641,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",623950,GSM5663607,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663607,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676464,,RNA-Seq,100,3583068800,SAMN22818700,1150990679,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",436083,GSM5663606,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663606,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676465,,RNA-Seq,100,6303715600,SAMN22818701,1968392603,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",623950,GSM5663605,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663605,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676466,,RNA-Seq,100,4170351400,SAMN22818702,1315163886,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",436083,GSM5663604,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663604,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676467,,RNA-Seq,100,7150334800,SAMN22818703,2175991109,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",623950,GSM5663603,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663603,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676468,,RNA-Seq,100,4340984900,SAMN22818704,1345964942,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",623950,GSM5663602,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663602,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676469,,RNA-Seq,100,5318714700,SAMN22818705,1687144791,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",436083,GSM5663601,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663601,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676470,,RNA-Seq,100,4677050500,SAMN22818706,1460824183,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",623950,GSM5663600,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663600,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676471,,RNA-Seq,100,3533645600,SAMN22818707,1107325359,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",436083,GSM5663599,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663599,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676472,,RNA-Seq,100,3250452500,SAMN22818708,1027477185,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",436083,GSM5663598,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663598,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676473,,RNA-Seq,100,3306867300,SAMN22818709,1032897762,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",623950,GSM5663597,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663597,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676474,,RNA-Seq,100,3476948500,SAMN22818710,1095353318,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",436083,GSM5663596,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663596,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676476,,RNA-Seq,100,7357821400,SAMN22818712,2268413817,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",672447,GSM5663594,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663594,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676477,,RNA-Seq,100,3829085200,SAMN22818713,1210913497,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",436083,GSM5663593,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663593,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676478,,RNA-Seq,100,3231201200,SAMN22818714,1031049789,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",436083,GSM5663592,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663592,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676479,,RNA-Seq,100,6749056400,SAMN22818715,2065213898,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",623950,GSM5663591,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663591,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676480,,RNA-Seq,100,6818900600,SAMN22818716,2084485079,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",623950,GSM5663590,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663590,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676481,,RNA-Seq,100,2820182500,SAMN22818717,914337005,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",436083,GSM5663589,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663589,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676484,,RNA-Seq,100,6140710800,SAMN22818720,1897905315,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",623950,GSM5663586,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663586,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676485,,RNA-Seq,100,4862693600,SAMN22818721,1531176979,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",436083,GSM5663585,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663585,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676486,,RNA-Seq,100,5854398500,SAMN22818722,1830234671,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",436083,GSM5663584,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663584,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676487,,RNA-Seq,100,6170587300,SAMN22818723,1897286675,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",623950,GSM5663583,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663583,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676488,,RNA-Seq,100,5317385000,SAMN22818724,1692374342,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",436083,GSM5663582,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663582,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676490,,RNA-Seq,100,2151721900,SAMN22818726,666572301,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",623950,GSM5663580,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663580,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
