Bioproject,Run,Agent,Assay_Type,AvgSpotLen,Bases,BioSample,Bytes,Cell_type_line,Center_Name,Consent,DATASTORE_filetype,DATASTORE_provider,DATASTORE_region,Experiment,GEO_Accession_exp,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample_Name,Source_Name,SRA_Study,Genotype,Infection,Tissue,iav_strain,Molecule_Subtype,Treatment,treatment_time,Biomaterial_Provider,siRNA,Donor,Post_Preatment,Time_Point,Patient_Number,Condition,X...,Age,Assay.Type,BIOMATERIAL_PROVIDER,BioProject,BioSampleModel,Center.Name,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,Isolate,Library.Name,create_date,version,Sample.Name,sex,SRA.Study,TISSUE,asthma_status,obesity_status,Collection_Date,gender,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Isolation_Source,Lat_Lon,Location,Subject,smoking_status,REPLICATE,samp_mat_process,accession..run.,object_status..run.,study..run.,Source_material_ID,env_broad_scale,env_local_scale,env_medium,AssemblyName,collected_by,fasta_file..run.,Host_age,Host_disease,host_sex,Strain,agent,GEO_Accession..exp.,source_name,infected,Cell_type,infection_status,Group,CONDITION,infection,assay,BioRep,Cell_line,Concentration,rnase,cell,TREATMENT,Timepoint,technology,Hours_post_infection,virus_strain,Passages,viral_strain,merip_antibody,sars.cov.2_infected,molecule_subtype,treatment_timepoint,Culture_Condition
NA,SRR10501785,NA,NA,301,84612033,SAMN08536895,50502564,NA,NA,public,NA,NA,NA,SRX7191028,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB014_BAL,2019-11-20T19:05:00Z,1,SIB014_BAL,,SRP230751,,Non-asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,bronchoalveolar lavage,51.110 N 17.069 E,"Wroclaw\, Poland",SIB014,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501786,NA,NA,301,74263563,SAMN08536894,46151816,NA,NA,public,NA,NA,NA,SRX7191027,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB012_BAL,2019-11-20T19:05:00Z,1,SIB012_BAL,,SRP230751,,Asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,bronchoalveolar lavage,51.110 N 17.069 E,"Wroclaw\, Poland",SIB012,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501787,NA,NA,301,36881040,SAMN08536849,20409306,NA,NA,public,NA,NA,NA,SRX7191026,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB007_Nasal,2019-11-20T19:05:00Z,1,SIB007_Nasal,,SRP230751,,Non-asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB007,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501788,NA,NA,301,61834815,SAMN08536893,37518528,NA,NA,public,NA,NA,NA,SRX7191025,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB011_BAL,2019-11-20T19:05:00Z,1,SIB011_BAL,,SRP230751,,Non-asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,bronchoalveolar lavage,51.110 N 17.069 E,"Wroclaw\, Poland",SIB011,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501789,NA,NA,301,74013522,SAMN08536892,46078422,NA,NA,public,NA,NA,NA,SRX7191024,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB010_BAL,2019-11-20T19:05:00Z,1,SIB010_BAL,,SRP230751,,Non-asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,bronchoalveolar lavage,51.110 N 17.069 E,"Wroclaw\, Poland",SIB010,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501790,NA,NA,301,57830575,SAMN08536891,34590911,NA,NA,public,NA,NA,NA,SRX7191023,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB008_BAL,2019-11-20T19:05:00Z,1,SIB008_BAL,,SRP230751,,Non-asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,bronchoalveolar lavage,51.110 N 17.069 E,"Wroclaw\, Poland",SIB008,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501791,NA,NA,301,99195480,SAMN08536890,59230501,NA,NA,public,NA,NA,NA,SRX7191022,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB007_BAL,2019-11-20T19:05:00Z,1,SIB007_BAL,,SRP230751,,Non-asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,bronchoalveolar lavage,51.110 N 17.069 E,"Wroclaw\, Poland",SIB007,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501792,NA,NA,301,38976139,SAMN08536889,23815258,NA,NA,public,NA,NA,NA,SRX7191021,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB006_BAL,2019-11-20T19:05:00Z,1,SIB006_BAL,,SRP230751,,Asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,bronchoalveolar lavage,51.110 N 17.069 E,"Wroclaw\, Poland",SIB006,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501793,NA,NA,301,64005847,SAMN08536888,39654456,NA,NA,public,NA,NA,NA,SRX7191020,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB005_BAL,2019-11-20T19:06:00Z,1,SIB005_BAL,,SRP230751,,Non-asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,bronchoalveolar lavage,51.110 N 17.069 E,"Wroclaw\, Poland",SIB005,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501794,NA,NA,301,32583314,SAMN08536887,20178379,NA,NA,public,NA,NA,NA,SRX7191019,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB004_BAL,2019-11-20T19:05:00Z,1,SIB004_BAL,,SRP230751,,Asthma,Obese,not collected,male,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,bronchoalveolar lavage,51.110 N 17.069 E,"Wroclaw\, Poland",SIB004,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501795,NA,NA,301,62037330,SAMN08536886,38762732,NA,NA,public,NA,NA,NA,SRX7191018,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB003_BAL,2019-11-20T19:05:00Z,1,SIB003_BAL,,SRP230751,,Non-asthma,Obese,not collected,male,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,bronchoalveolar lavage,51.110 N 17.069 E,"Wroclaw\, Poland",SIB003,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501796,NA,NA,301,51588240,SAMN08536885,31913346,NA,NA,public,NA,NA,NA,SRX7191017,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB002_BAL,2019-11-20T19:06:00Z,1,SIB002_BAL,,SRP230751,,Asthma,Non-obese,not collected,male,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,bronchoalveolar lavage,51.110 N 17.069 E,"Wroclaw\, Poland",SIB002,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501797,NA,NA,301,15326265,SAMN08536884,8658603,NA,NA,public,NA,NA,NA,SRX7191016,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB049_Nasal,2019-11-20T19:05:00Z,1,SIB049_Nasal,,SRP230751,,Asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB049,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501798,NA,NA,300,13687297,SAMN08536848,7218549,NA,NA,public,NA,NA,NA,SRX7191015,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB006_Nasal,2019-11-20T19:05:00Z,1,SIB006_Nasal,,SRP230751,,Asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB006,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501799,NA,NA,301,34834718,SAMN08536883,18998001,NA,NA,public,NA,NA,NA,SRX7191014,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB048_Nasal,2019-11-20T19:05:00Z,1,SIB048_Nasal,,SRP230751,,Asthma,Non-obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB048,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501800,NA,NA,301,5928058,SAMN08536882,3383101,NA,NA,public,NA,NA,NA,SRX7191013,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB047_Nasal,2019-11-20T19:05:00Z,1,SIB047_Nasal,,SRP230751,,Non-asthma,Non-obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB047,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501801,NA,NA,301,12056062,SAMN08536881,6869929,NA,NA,public,NA,NA,NA,SRX7191012,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB046_Nasal,2019-11-20T19:06:00Z,1,SIB046_Nasal,,SRP230751,,Asthma,Obese,not collected,male,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB046,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501802,NA,NA,301,18791750,SAMN08536880,10267222,NA,NA,public,NA,NA,NA,SRX7191011,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB045_Nasal,2019-11-20T19:06:00Z,1,SIB045_Nasal,,SRP230751,,Asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB045,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501803,NA,NA,301,11006166,SAMN08536879,6597331,NA,NA,public,NA,NA,NA,SRX7191010,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB044_Nasal,2019-11-20T19:06:00Z,1,SIB044_Nasal,,SRP230751,,Asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB044,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501804,NA,NA,301,4890039,SAMN08536878,3154614,NA,NA,public,NA,NA,NA,SRX7191009,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB043_Nasal,2019-11-20T19:06:00Z,1,SIB043_Nasal,,SRP230751,,Asthma,Non-obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB043,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501805,NA,NA,301,24582920,SAMN08536877,13706390,NA,NA,public,NA,NA,NA,SRX7191008,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB042_Nasal,2019-11-20T19:06:00Z,1,SIB042_Nasal,,SRP230751,,Asthma,Non-obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB042,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501806,NA,NA,301,23075126,SAMN08536876,12063292,NA,NA,public,NA,NA,NA,SRX7191007,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB039_Nasal,2019-11-20T19:06:00Z,1,SIB039_Nasal,,SRP230751,,Asthma,Non-obese,not collected,male,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB039,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501807,NA,NA,301,10897905,SAMN08536875,6612617,NA,NA,public,NA,NA,NA,SRX7191006,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB038_Nasal,2019-11-20T19:06:00Z,1,SIB038_Nasal,,SRP230751,,Asthma,Non-obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB038,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501808,NA,NA,301,2065745,SAMN08536874,1233761,NA,NA,public,NA,NA,NA,SRX7191005,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB037_Nasal,2019-11-20T19:06:00Z,1,SIB037_Nasal,,SRP230751,,Asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB037,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR10501809,NA,NA,301,37069236,SAMN08536847,16865175,NA,NA,public,NA,NA,NA,SRX7191004,NA,Illumina MiSeq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2019-12-01T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,AMPLICON,,PRJNA434133,Metagenome or environmental,GLAXOSMITHKLINE,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",,SIB005_Nasal,2019-11-20T19:07:00Z,1,SIB005_Nasal,,SRP230751,,Non-asthma,Obese,not collected,female,Poland,Europe,Poland: Wroclaw Medical University,Homo sapiens,nasal swab,51.110 N 17.069 E,"Wroclaw\, Poland",SIB005,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
