"Run","Animal.ID","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","DPI","Experiment","GEO_Accession..exp.","infection_route","Instrument","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","create_date","version","Sample.Name","source_name","SRA.Study","status","Tissue","virus_dose","virus","Animal_ID","cc_line","day_post.infection","infection_condtion","Treatment"
"SRR9003668",NA,"RNA-Seq",100,4263697400,"PRJNA540840","SAMN11566372",1494035492,"GEO","public","fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782639","GSM3745117",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:02:00Z",1,"GSM3745117","Liver","SRP194587",NA,"Liver",NA,NA,65838,"CC043/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003672",NA,"RNA-Seq",100,4728756300,"PRJNA540840","SAMN11566414",1628220194,"GEO","public","sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782643","GSM3745121",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:01:00Z",1,"GSM3745121","Liver","SRP194587",NA,"Liver",NA,NA,65846,"CC043/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003673",NA,"RNA-Seq",100,4381093700,"PRJNA540840","SAMN11566413",1513063777,"GEO","public","sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782644","GSM3745122",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:01:00Z",1,"GSM3745122","Spleen","SRP194587",NA,"Spleen",NA,NA,1707,"CC061/GeniUnc",1,"Mock","mock"
"SRR9003674",NA,"RNA-Seq",100,4233589000,"PRJNA540840","SAMN11566421",1457539842,"GEO","public","sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782645","GSM3745123",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:00:00Z",1,"GSM3745123","Spleen","SRP194587",NA,"Spleen",NA,NA,1734,"CC061/GeniUnc",1,"Mock","mock"
"SRR9003675",NA,"RNA-Seq",100,4501165200,"PRJNA540840","SAMN11566420",1556038798,"GEO","public","run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782646","GSM3745124",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745124","Spleen","SRP194587",NA,"Spleen",NA,NA,1748,"CC061/GeniUnc",1,"Mock","mock"
"SRR9003677",NA,"RNA-Seq",100,4210610400,"PRJNA540840","SAMN11566418",1392030421,"GEO","public","sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782648","GSM3745126",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:00:00Z",1,"GSM3745126","Spleen","SRP194587",NA,"Spleen",NA,NA,1736,"CC061/GeniUnc",3,"Mock","mock"
"SRR9003678",NA,"RNA-Seq",100,4721311000,"PRJNA540840","SAMN11566417",1564041828,"GEO","public","sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782649","GSM3745127",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:02:00Z",1,"GSM3745127","Spleen","SRP194587",NA,"Spleen",NA,NA,1749,"CC061/GeniUnc",3,"Mock","mock"
"SRR9003679",NA,"RNA-Seq",100,4221683900,"PRJNA540840","SAMN11566416",1400096876,"GEO","public","sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782650","GSM3745128",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:02:00Z",1,"GSM3745128","Spleen","SRP194587",NA,"Spleen",NA,NA,1709,"CC061/GeniUnc",5,"Mock","mock"
"SRR9003681",NA,"RNA-Seq",100,4223467800,"PRJNA540840","SAMN11566445",1402215488,"GEO","public","fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782652","GSM3745130",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745130","Spleen","SRP194587",NA,"Spleen",NA,NA,1750,"CC061/GeniUnc",5,"Mock","mock"
"SRR9003685",NA,"RNA-Seq",100,5126576000,"PRJNA540840","SAMN11566441",1718833678,"GEO","public","sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",NA,"SRX5782656","GSM3745134",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745134","Liver","SRP194587",NA,"Liver",NA,NA,1708,"CC061/GeniUnc",3,"Mock","mock"
"SRR9003686",NA,"RNA-Seq",100,4206182700,"PRJNA540840","SAMN11566440",1422324983,"GEO","public","sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782657","GSM3745135",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745135","Liver","SRP194587",NA,"Liver",NA,NA,1736,"CC061/GeniUnc",3,"Mock","mock"
"SRR9003688",NA,"RNA-Seq",100,4292737000,"PRJNA540840","SAMN11566438",1446429265,"GEO","public","sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782659","GSM3745137",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745137","Liver","SRP194587",NA,"Liver",NA,NA,1709,"CC061/GeniUnc",5,"Mock","mock"
"SRR9003689",NA,"RNA-Seq",100,4793629500,"PRJNA540840","SAMN11566437",1612400350,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782660","GSM3745138",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745138","Liver","SRP194587",NA,"Liver",NA,NA,1737,"CC061/GeniUnc",5,"Mock","mock"
"SRR9003690",NA,"RNA-Seq",100,4833593400,"PRJNA540840","SAMN11566436",1613180578,"GEO","public","sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782661","GSM3745139",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745139","Liver","SRP194587",NA,"Liver",NA,NA,1750,"CC061/GeniUnc",5,"Mock","mock"
"SRR9003692",NA,"RNA-Seq",100,4376706600,"PRJNA540840","SAMN11566434",1467745965,"GEO","public","sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782663","GSM3745141",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745141","Spleen","SRP194587",NA,"Spleen",NA,NA,1725,"CC061/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003693",NA,"RNA-Seq",100,5160093800,"PRJNA540840","SAMN11566433",1759850984,"GEO","public","fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",NA,"SRX5782664","GSM3745142",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745142","Spleen","SRP194587",NA,"Spleen",NA,NA,1732,"CC061/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003694",NA,"RNA-Seq",100,5187051800,"PRJNA540840","SAMN11566460",1755996642,"GEO","public","fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782665","GSM3745143",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:09:00Z",1,"GSM3745143","Spleen","SRP194587",NA,"Spleen",NA,NA,1705,"CC061/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003696",NA,"RNA-Seq",100,4442973900,"PRJNA540840","SAMN11566458",1560663895,"GEO","public","run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782667","GSM3745145",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745145","Spleen","SRP194587",NA,"Spleen",NA,NA,1727,"CC061/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003698",NA,"RNA-Seq",100,4710901600,"PRJNA540840","SAMN11566456",1596243439,"GEO","public","fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782669","GSM3745147",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745147","Spleen","SRP194587",NA,"Spleen",NA,NA,1728,"CC061/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003699",NA,"RNA-Seq",100,3904439700,"PRJNA540840","SAMN11566455",1320719128,"GEO","public","sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",NA,"SRX5782670","GSM3745148",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745148","Spleen","SRP194587",NA,"Spleen",NA,NA,1729,"CC061/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003701",NA,"RNA-Seq",100,6156870600,"PRJNA540840","SAMN11566453",2106573779,"GEO","public","run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782672","GSM3745150",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:11:00Z",1,"GSM3745150","Liver","SRP194587",NA,"Liver",NA,NA,1725,"CC061/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003703",NA,"RNA-Seq",100,4603731700,"PRJNA540840","SAMN11566451",1579814281,"GEO","public","run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782674","GSM3745152",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:10:00Z",1,"GSM3745152","Liver","SRP194587",NA,"Liver",NA,NA,1705,"CC061/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003704",NA,"RNA-Seq",100,3528036800,"PRJNA540840","SAMN11566450",1232795790,"GEO","public","run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782675","GSM3745153",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745153","Liver","SRP194587",NA,"Liver",NA,NA,1733,"CC061/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003705",NA,"RNA-Seq",100,4333875700,"PRJNA540840","SAMN11566449",1482902892,"GEO","public","run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782676","GSM3745154",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745154","Liver","SRP194587",NA,"Liver",NA,NA,1727,"CC061/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003706",NA,"RNA-Seq",100,4112747700,"PRJNA540840","SAMN11566482",1402278247,"GEO","public","run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782677","GSM3745155",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745155","Liver","SRP194587",NA,"Liver",NA,NA,1706,"CC061/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003708",NA,"RNA-Seq",100,3773971600,"PRJNA540840","SAMN11566480",1288889744,"GEO","public","run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782679","GSM3745157",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745157","Liver","SRP194587",NA,"Liver",NA,NA,1729,"CC061/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003709",NA,"RNA-Seq",100,4200630100,"PRJNA540840","SAMN11566448",1682519788,"GEO","public","fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782680","GSM3745158",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745158","Spleen","SRP194587",NA,"Spleen",NA,NA,1832,"CC021/Unc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003711",NA,"RNA-Seq",100,3562644200,"PRJNA540840","SAMN11566484",1407144242,"GEO","public","run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782682","GSM3745160",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745160","Spleen","SRP194587",NA,"Spleen",NA,NA,1851,"CC021/Unc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003714",NA,"RNA-Seq",100,4189516000,"PRJNA540840","SAMN11566478",1635184360,"GEO","public","sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782685","GSM3745163",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745163","Spleen","SRP194587",NA,"Spleen",NA,NA,1858,"CC021/Unc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003715",NA,"RNA-Seq",100,4111547100,"PRJNA540840","SAMN11566477",1610832133,"GEO","public","fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782686","GSM3745164",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745164","Spleen","SRP194587",NA,"Spleen",NA,NA,1783,"CC021/Unc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003717",NA,"RNA-Seq",100,3779266100,"PRJNA540840","SAMN11566475",1522670472,"GEO","public","sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782688","GSM3745166",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745166","Spleen","SRP194587",NA,"Spleen",NA,NA,1838,"CC021/Unc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003718",NA,"RNA-Seq",100,4993233300,"PRJNA540840","SAMN11566474",1964108420,"GEO","public","fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782689","GSM3745167",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:09:00Z",1,"GSM3745167","Spleen","SRP194587",NA,"Spleen",NA,NA,1841,"CC021/Unc",1,"Mock","mock"
"SRR9003723",NA,"RNA-Seq",100,3750508900,"PRJNA540840","SAMN11566469",1486631870,"GEO","public","sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782694","GSM3745172",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745172","Spleen","SRP194587",NA,"Spleen",NA,NA,1861,"CC021/Unc",3,"Mock","mock"
"SRR9003724",NA,"RNA-Seq",100,4196845600,"PRJNA540840","SAMN11566468",1695126715,"GEO","public","run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782695","GSM3745173",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745173","Spleen","SRP194587",NA,"Spleen",NA,NA,1777,"CC021/Unc",5,"Mock","mock"
"SRR9003726",NA,"RNA-Seq",100,3480727600,"PRJNA540840","SAMN11566466",1380685822,"GEO","public","sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782697","GSM3745175",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745175","Spleen","SRP194587",NA,"Spleen",NA,NA,1844,"CC021/Unc",5,"Mock","mock"
"SRR9003728",NA,"RNA-Seq",100,4128247000,"PRJNA540840","SAMN11566464",1666754742,"GEO","public","run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",NA,"SRX5782699","GSM3745177",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745177","Liver","SRP194587",NA,"Liver",NA,NA,1848,"CC021/Unc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003729",NA,"RNA-Seq",100,4026886000,"PRJNA540840","SAMN11566463",1624947970,"GEO","public","fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782700","GSM3745178",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745178","Liver","SRP194587",NA,"Liver",NA,NA,1851,"CC021/Unc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003730",NA,"RNA-Seq",100,3946392400,"PRJNA540840","SAMN11566462",1548920584,"GEO","public","sra,run.zq,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782701","GSM3745179",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745179","Liver","SRP194587",NA,"Liver",NA,NA,75699,"CC021/Unc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003733",NA,"RNA-Seq",100,4183455200,"PRJNA540840","SAMN11566504",1631732402,"GEO","public","sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782704","GSM3745182",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745182","Liver","SRP194587",NA,"Liver",NA,NA,1783,"CC021/Unc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003735",NA,"RNA-Seq",100,4434635900,"PRJNA540840","SAMN11566502",1787151402,"GEO","public","sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782706","GSM3745184",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745184","Liver","SRP194587",NA,"Liver",NA,NA,1838,"CC021/Unc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003736",NA,"RNA-Seq",100,4043272100,"PRJNA540840","SAMN11566501",1572422152,"GEO","public","fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782707","GSM3745185",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745185","Liver","SRP194587",NA,"Liver",NA,NA,1841,"CC021/Unc",1,"Mock","mock"
"SRR9003738",NA,"RNA-Seq",100,3376754200,"PRJNA540840","SAMN11566499",1338868989,"GEO","public","run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782709","GSM3745187",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745187","Liver","SRP194587",NA,"Liver",NA,NA,1856,"CC021/Unc",1,"Mock","mock"
"SRR9003740",NA,"RNA-Seq",100,4360274400,"PRJNA540840","SAMN11566497",1743793674,"GEO","public","run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782711","GSM3745189",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745189","Liver","SRP194587",NA,"Liver",NA,NA,1843,"CC021/Unc",3,"Mock","mock"
"SRR9003741",NA,"RNA-Seq",100,4249756100,"PRJNA540840","SAMN11566496",1688551445,"GEO","public","sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782712","GSM3745190",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745190","Liver","SRP194587",NA,"Liver",NA,NA,1861,"CC021/Unc",3,"Mock","mock"
"SRR9003742",NA,"RNA-Seq",100,4467047200,"PRJNA540840","SAMN11566495",1807531192,"GEO","public","sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782713","GSM3745191",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:09:00Z",1,"GSM3745191","Liver","SRP194587",NA,"Liver",NA,NA,1777,"CC021/Unc",5,"Mock","mock"
"SRR9003743",NA,"RNA-Seq",100,4477675100,"PRJNA540840","SAMN11566494",1746740158,"GEO","public","run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782714","GSM3745192",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:09:00Z",1,"GSM3745192","Liver","SRP194587",NA,"Liver",NA,NA,75704,"CC021/Unc",5,"Mock","mock"
"SRR9003746",NA,"RNA-Seq",100,4246103500,"PRJNA540840","SAMN11566491",1677249006,"GEO","public","sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782717","GSM3745195",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:10:00Z",1,"GSM3745195","Spleen","SRP194587",NA,"Spleen",NA,NA,3320,"CC026/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003748",NA,"RNA-Seq",100,3712206000,"PRJNA540840","SAMN11566489",1511013510,"GEO","public","fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782719","GSM3745197",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745197","Spleen","SRP194587",NA,"Spleen",NA,NA,3309,"CC026/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003749",NA,"RNA-Seq",100,3935479200,"PRJNA540840","SAMN11566488",1551501438,"GEO","public","run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782720","GSM3745198",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:09:00Z",1,"GSM3745198","Spleen","SRP194587",NA,"Spleen",NA,NA,3322,"CC026/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003750",NA,"RNA-Seq",100,3890125300,"PRJNA540840","SAMN11566487",1581081047,"GEO","public","fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782721","GSM3745199",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:09:00Z",1,"GSM3745199","Spleen","SRP194587",NA,"Spleen",NA,NA,3323,"CC026/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
